roof_id,externalSiteModelSourceId,installationId,version,dateCreated,site_model_heading_vector_x,site_model_heading_vector_y,site_model_heading_vector_z,site_model_north_vector_x,site_model_north_vector_y,site_model_north_vector_z,site_model_unit_angle,site_model_unit_area,site_model_unit_length
6,0,6,v3,2021-10-18T14:57:46Z,-0.8600892440247065,0.510143599698172,0.0,6.123031769111885E-17,1.0,0.0,degree,foot,inch
7,0,7,v3,2022-02-12T02:45:51Z,-0.9976800361656069,-0.06807749581611741,0.0,3.3690227257271443E-15,1.0,0.0,degree,foot,inch
1,0,1,v3,2022-10-13T18:52:10Z,0.8297139448502516,-0.5581888298067541,0.0,-0.0017453283659001602,0.9999984769132876,0.0,degree,foot,inch
3,0,3,v3,2021-11-04T20:43:37Z,-0.9836917774306922,0.17986241134613276,0.0,0.7408045962867498,0.6717205893229905,0.0,degree,foot,inch
2,0,2,v3,2022-03-22T17:21:45Z,-0.9847494846616776,0.1739783103106831,0.0,-0.04797257436312161,0.9988486532548236,0.0,degree,foot,inch
10,1,10,v1,2021-01-25T04:46:45Z,-0.00679937465459128,0.9999768839849784,0.0,0.0,1.0,0.0,Degree,Foot,Inch
5,0,5,v3,2021-08-19T22:06:55Z,-0.077860154445566,0.9969642904084944,0.0,6.123031769111885E-17,1.0,0.0,degree,foot,inch
4,0,4,v2,2021-06-08T14:19:06Z,-0.8593981448597711,0.5113069807968438,0.0,0.37784078681846706,0.9258705848099948,0.0,degree,foot,inch
8,0,8,v3,2022-11-23T18:09:02Z,0.9799589970676948,-0.19919930739356967,0.0,6.123031769111885E-17,1.0,0.0,degree,foot,inch
